Stock Code,Investment_2019,Predicted_Investment_2019
300505,5515.828241,39085.30710599956
600300,64387.30298,56458.42303398106
2117,23699.14654,13554.804810156522
603788,8528.885429,42640.85268273926
601969,62063.58777,67867.97732376988
603915,4473.727694,26685.696139032836
603181,15720.02551,28987.625839480083
600439,57000.06051,45320.03432315582
603081,3166.118562,25608.833867439767
603165,10285.66123,37754.73322806938
2272,19999.45867,37619.565181845275
603035,946039.5374,37897.98520399589
2255,42156.85834,48251.267690474575
603319,14946.49542,5711.294447273191
2751,38863.08859,60584.83619503357
2211,36587.31756,45239.07374136371
300700,6494.48073,32904.56838225864
300526,148143.2457,12186.446502099221
2250,76384.87977,143538.99259097473
300437,11333.6235,36424.40970646439
2798,12919.45847,80418.14849938365
300610,12095.53008,24054.889260993106
603555,42864.65039,48001.062584481435
603823,14374.96358,39523.00904731947
2234,101747.8533,65745.66380088468
603991,1276.775899,38141.338732568256
2734,17935.05728,41887.41763159708
2786,31683.29261,39569.97643652011
300641,5799.282662,30542.72256686201
603315,17397.34646,44040.63356195192
2204,61641.9722,37495.55393293558
2182,36601.9169,94192.45822490216
300410,84204.37612,58432.16930364055
2109,33436.72299,32345.495154129574
2297,34442.52199,7893.4732696992
601028,38344.59036,41442.085089798085
603758,11772.43892,25306.956579324673
300529,20906.78384,13608.604923323495
